Date,Open,High,Low,Close,Adj Close,Volume
12/11/2022,17036.875,17066.67578,16651.77539,16799.18555,16799.18555,29717699419
13/11/2022,16799.72266,16920.76563,16320.63477,16353.36523,16353.36523,27209183682
14/11/2022,16352.02832,17109.32422,15872.94141,16618.19922,16618.19922,49630243054
15/11/2022,16617.48438,17051.96289,16542.55078,16884.61328,16884.61328,36599436183
16/11/2022,16884.3418,16960.29492,16430.11133,16669.43945,16669.43945,33925512989
17/11/2022,16670.42578,16726.43945,16460.68359,16687.51758,16687.51758,27868914022
18/11/2022,16687.91211,16947.05859,16564.61133,16697.77734,16697.77734,26862218609
19/11/2022,16696.2207,16797.87695,16570.41016,16711.54688,16711.54688,16106223492
20/11/2022,16712.91992,16746.7793,16248.69238,16291.83203,16291.83203,21313378652
21/11/2022,16291.22363,16291.22363,15599.04688,15787.28418,15787.28418,37429485518
22/11/2022,15782.30078,16253.04785,15656.60645,16189.76953,16189.76953,30726828760
23/11/2022,16195.58887,16638.19336,16170.50293,16610.70703,16610.70703,32958875628
24/11/2022,16611.63672,16771.47461,16501.76758,16604.46484,16604.46484,26129037414
25/11/2022,16602.26953,16603.31641,16388.4043,16521.8418,16521.8418,18678255976
26/11/2022,16521.57617,16666.86328,16416.22852,16464.28125,16464.28125,18000008764
27/11/2022,16463.88281,16594.40625,16437.02539,16444.62695,16444.62695,20443898509
28/11/2022,16440.22266,16482.93359,16054.53027,16217.32227,16217.32227,27743025156
29/11/2022,16217.63965,16522.25781,16139.39648,16444.98242,16444.98242,23581685468
30/11/2022,16445.47656,17190.9375,16445.47656,17168.56641,17168.56641,29523576583
1/12/2022,17168.00195,17197.49805,16888.38867,16967.13281,16967.13281,22895392882
2/12/2022,16968.68359,17088.66016,16877.88086,17088.66016,17088.66016,19539705127
3/12/2022,17090.09766,17116.04102,16888.14063,16908.23633,16908.23633,16217776704
4/12/2022,17106.04102,17112.7207,17102.41992,17106.32617,17106.32617,16748942336
